331685.0	963.80	624.20
331687.0	964.70	624.30
331689.0	964.30	623.90
331691.0	963.30	623.60
331693.0	962.70	624.30
331695.0	961.70	624.80
331697.0	963.40	626.00
331699.0	968.40	627.20
331701.0	972.90	625.60
331703.0	985.30	625.00
331705.0	1012.30	623.10
331707.0	1043.90	619.90
331709.0	1083.90	616.60
331711.0	1126.70	611.60
331713.0	1171.90	607.60
331715.0	1212.90	604.70
331717.0	1250.40	602.80
331719.0	1283.40	600.00
331721.0	1314.20	597.40
331723.0	1339.20	595.10
331725.0	1361.50	592.50
331727.0	1377.20	591.90
331729.0	1396.50	589.30
331731.0	1411.60	589.00
331733.0	1433.10	586.20
331735.0	1450.90	583.60
331737.0	1469.10	583.10
331739.0	1478.80	581.80
331741.0	1478.10	583.90
331743.0	1473.60	584.70
331745.0	1467.80	587.20
331747.0	1464.90	589.00
331749.0	1464.90	589.30
331751.0	1465.50	588.50
331753.0	1467.00	590.00
331755.0	1468.50	590.50
331757.0	1468.40	589.30
331759.0	1468.80	588.70
331761.0	1468.50	588.00
331763.0	1467.50	588.00
331765.0	1467.40	587.60
331767.0	1467.10	588.10
331769.0	1467.50	587.60
331771.0	1468.20	586.50
331773.0	1468.20	586.60
331775.0	1468.50	586.10
331777.0	1467.10	585.90
331779.0	1467.10	585.90
331781.0	1467.20	585.70
331783.0	1467.50	585.40
331785.0	1468.70	585.20
331787.0	1470.90	584.20
331789.0	1470.90	583.80
331791.0	1470.70	583.70
331793.0	1470.20	584.00
331795.0	1470.70	584.80
331797.0	1470.70	584.60
331799.0	1469.80	583.80
331801.0	1469.70	585.00
331803.0	1470.40	585.00
331805.0	1470.50	585.60
331807.0	1470.40	585.40
331809.0	1470.30	585.60
331811.0	1471.60	586.50
331813.0	1471.70	587.00
331815.0	1472.10	586.40
331817.0	1472.70	586.30
331819.0	1473.30	588.10
331821.0	1473.30	589.00
331823.0	1473.60	589.00
331825.0	1474.00	589.50
331827.0	1474.80	589.70
331829.0	1474.70	589.90
331831.0	1474.50	590.40
331833.0	1474.60	591.40
331835.0	1474.70	592.30
331837.0	1474.60	592.80
331839.0	1474.50	593.30
331841.0	1473.80	593.50
331843.0	1474.70	593.70
331845.0	1475.30	594.50
331847.0	1474.90	594.60
331849.0	1474.40	594.60
331851.0	1474.20	595.00
331853.0	1474.20	594.90
331855.0	1473.60	594.40
331857.0	1473.20	595.30
331859.0	1473.50	596.40
331861.0	1473.50	596.70
331863.0	1473.30	597.20
331865.0	1473.30	597.40
331867.0	1473.70	598.30
331869.0	1473.30	599.20
331871.0	1473.20	599.90
331873.0	1473.50	600.30
331875.0	1474.50	600.30
331877.0	1473.50	600.90
331879.0	1472.70	601.00
331881.0	1472.40	601.30
331883.0	1472.60	601.70
331885.0	1473.00	601.30
331887.0	1474.00	600.70
331889.0	1474.40	601.80
331891.0	1474.40	601.50
331893.0	1474.20	600.80
331895.0	1473.70	600.80
331897.0	1474.60	601.10
331899.0	1473.20	601.30
331901.0	1473.10	602.00
331903.0	1473.40	602.80
331905.0	1473.90	602.80
331907.0	1473.50	602.30
331909.0	1473.30	602.30
331911.0	1473.30	602.80
331913.0	1473.60	601.70
331915.0	1473.60	603.90
331917.0	1473.70	604.30
331919.0	1473.50	604.30
331921.0	1473.30	604.50
331923.0	1473.90	604.60
331925.0	1474.10	604.60
331927.0	1474.60	605.50
331929.0	1475.00	605.90
331931.0	1474.70	605.70
331933.0	1474.50	605.60
331935.0	1474.20	605.90
331937.0	1473.90	606.50
331939.0	1474.10	606.80
331941.0	1474.20	606.90
331943.0	1474.20	606.90
331945.0	1474.90	607.90
331947.0	1475.60	606.30
331949.0	1475.80	606.20
331951.0	1475.70	606.80
331953.0	1475.50	607.90
331955.0	1475.30	607.80
331957.0	1475.40	608.00
331959.0	1475.50	608.60
331961.0	1475.40	608.80
331963.0	1475.50	608.60
331965.0	1475.70	607.10
331967.0	1475.70	609.10
331969.0	1475.70	608.70
331971.0	1475.70	608.40
331973.0	1475.70	608.30
331975.0	1475.50	608.20
331977.0	1475.20	608.10
331979.0	1475.40	607.50
331981.0	1475.20	609.10
331983.0	1475.20	609.10
331985.0	1475.30	608.90
331987.0	1475.10	609.10
331989.0	1475.20	608.80
331991.0	1475.90	609.70
331993.0	1475.80	610.20
331995.0	1475.80	610.50
331997.0	1475.70	610.50
331999.0	1475.50	610.60
332001.0	1474.90	610.50
332003.0	1475.10	609.00
332005.0	1475.70	608.80
332007.0	1475.40	608.60
332009.0	1475.00	607.60
332011.0	1473.90	607.60
332013.0	1473.70	607.90
332015.0	1473.40	606.70
332017.0	1472.80	606.90
332019.0	1472.80	606.50
332021.0	1472.60	606.10
332023.0	1472.30	606.20
332025.0	1469.70	606.90
332027.0	1469.50	607.30
332029.0	1469.80	609.20
332031.0	1470.30	609.50
332033.0	1470.30	610.20
332035.0	1471.60	611.40
332037.0	1471.80	612.30
332039.0	1471.50	613.10
332041.0	1473.10	613.80
332043.0	1474.70	614.60
332045.0	1475.20	613.90
332047.0	1475.80	614.10
332049.0	1477.40	613.80
332051.0	1478.20	616.20
332053.0	1478.90	616.30
332055.0	1479.00	615.50
332057.0	1479.00	615.60
332059.0	1479.00	614.80
332061.0	1478.90	614.10
332063.0	1478.30	614.10
332065.0	1477.50	615.10
332067.0	1477.30	614.80
332069.0	1478.10	614.10
332071.0	1476.70	613.60
332073.0	1479.10	614.50
332075.0	1477.70	614.70
332077.0	1477.80	614.70
332079.0	1477.90	613.20
332081.0	1478.70	612.50
332083.0	1479.20	611.70
332085.0	1478.90	612.20
332087.0	1478.90	612.60
332089.0	1478.50	612.70
332091.0	1478.60	613.00
332093.0	1478.50	613.20
332095.0	1478.20	613.50
332097.0	1477.10	613.80
332099.0	1476.90	613.10
332101.0	1476.80	614.40
332103.0	1476.90	614.50
332105.0	1475.70	614.70
332107.0	1475.50	615.10
332109.0	1475.20	614.90
332111.0	1473.90	614.90
332113.0	1474.30	614.90
332115.0	1475.70	616.00
332117.0	1475.90	616.30
332119.0	1474.80	615.60
332121.0	1474.60	615.30
332123.0	1474.50	615.80
332125.0	1474.90	616.00
332127.0	1474.10	616.00
332129.0	1473.90	616.30
332131.0	1473.90	617.10
332133.0	1474.20	617.90
332135.0	1479.40	617.70
332137.0	1486.50	613.20
332139.0	1495.70	611.00
332141.0	1514.50	610.80
332143.0	1541.50	603.40
332145.0	1560.80	598.90
332147.0	1581.20	598.30
332149.0	1595.40	595.30
332151.0	1604.20	593.80
332153.0	1609.20	591.60
332155.0	1610.40	587.60
332157.0	1609.30	582.20
332159.0	1607.80	579.00
332161.0	1605.20	579.00
332163.0	1604.40	578.50
332165.0	1605.20	578.40
332167.0	1606.10	579.90
332169.0	1607.20	579.90
332171.0	1607.70	581.80
332173.0	1608.30	582.50
332175.0	1609.00	581.90
332177.0	1609.00	582.70
332179.0	1609.30	582.90
332181.0	1609.50	583.40
332183.0	1609.70	584.30
332185.0	1609.90	584.00
332187.0	1610.10	583.00
332189.0	1610.30	582.70
332191.0	1610.00	583.40
332193.0	1609.40	583.40
332195.0	1611.40	584.00
332197.0	1611.80	583.90
332199.0	1611.80	583.20
332201.0	1611.60	583.40
332203.0	1611.60	582.70
332205.0	1611.60	581.90
332207.0	1610.90	581.90
332209.0	1610.80	580.50
332211.0	1611.10	580.70
332213.0	1611.60	581.00
332215.0	1612.70	581.70
332217.0	1610.90	582.30
332219.0	1610.80	583.30
332221.0	1611.30	584.00
332223.0	1611.90	584.90
332225.0	1612.30	584.90
332227.0	1612.30	584.70
332229.0	1612.70	585.10
332231.0	1613.00	586.10
332233.0	1612.90	586.60
332235.0	1613.50	586.90
332237.0	1613.50	587.70
332239.0	1613.40	588.00
332241.0	1613.30	587.10
332243.0	1613.00	585.90
332245.0	1613.10	585.60
332247.0	1613.50	585.50
332249.0	1613.60	585.90
332251.0	1613.30	586.40
332253.0	1613.80	585.90
332255.0	1613.80	585.80
332257.0	1613.90	586.10
332259.0	1612.90	586.70
332261.0	1613.20	587.00
332263.0	1613.80	586.90
332265.0	1614.50	587.00
332267.0	1614.40	587.50
332269.0	1614.10	587.70
332271.0	1614.00	587.80
332273.0	1613.80	588.00
332275.0	1613.80	588.10
332277.0	1613.10	587.60
332279.0	1613.30	587.40
332281.0	1613.30	587.50
332283.0	1613.30	587.60
332285.0	1613.80	587.80
332287.0	1612.60	587.90
332289.0	1612.90	586.80
332291.0	1612.90	587.40
332293.0	1613.70	587.50
332295.0	1614.80	588.30
332297.0	1615.10	589.40
332299.0	1615.00	588.20
332301.0	1615.30	588.60
332303.0	1614.70	589.20
332305.0	1615.60	590.80
332307.0	1614.90	591.00
332309.0	1614.90	590.70
332311.0	1614.80	590.80
332313.0	1614.60	591.00
332315.0	1617.00	590.60
332317.0	1618.00	590.80
332319.0	1617.50	591.60
332321.0	1617.10	591.80
332323.0	1616.50	591.90
332325.0	1616.30	592.30
332327.0	1616.30	592.30
332329.0	1617.40	592.40
332331.0	1618.00	592.40
332333.0	1618.10	592.00
332335.0	1617.80	590.60
332337.0	1617.70	591.70
332339.0	1616.90	591.20
332341.0	1616.80	591.10
332343.0	1617.50	590.90
332345.0	1618.00	591.10
332347.0	1617.50	591.10
332349.0	1617.70	590.70
332351.0	1617.80	590.40
332353.0	1617.80	590.70
332355.0	1618.70	590.50
332357.0	1617.40	591.50
332359.0	1617.20	590.90
332361.0	1617.20	590.90
332363.0	1617.10	590.80
332365.0	1616.90	590.30
332367.0	1617.70	590.00
332369.0	1618.00	590.00
332371.0	1617.90	590.00
332373.0	1617.90	589.40
332375.0	1618.30	590.50
332377.0	1619.00	590.70
332379.0	1619.00	590.80
332381.0	1618.90	590.70
332383.0	1618.60	590.60
332385.0	1619.40	590.90
332387.0	1619.80	590.90
332389.0	1620.60	591.00
332391.0	1621.10	591.50
332393.0	1620.40	591.90
332395.0	1620.00	591.00
332397.0	1620.00	591.00
332399.0	1620.50	590.90
332401.0	1620.60	590.80
332403.0	1620.40	590.60
332405.0	1620.40	590.60
332407.0	1620.40	590.90
332409.0	1620.40	590.80
332411.0	1620.40	590.70
332413.0	1620.30	590.10
332415.0	1620.30	590.10
332417.0	1620.50	590.60
332419.0	1620.70	590.90
332421.0	1620.60	591.20
332423.0	1620.60	590.50
332425.0	1620.90	590.30
332427.0	1621.20	590.90
332429.0	1620.90	591.00
332431.0	1621.20	590.50
332433.0	1622.10	590.00
332435.0	1622.00	590.90
332437.0	1622.10	591.40
332439.0	1622.20	591.10
332441.0	1621.90	590.80
332443.0	1622.20	591.10
332445.0	1623.30	591.30
332447.0	1623.00	591.80
332449.0	1623.00	591.30
332451.0	1622.90	591.00
332453.0	1622.40	591.30
332455.0	1622.20	591.70
332457.0	1621.70	591.90
332459.0	1621.70	591.80
332461.0	1621.90	591.50
332463.0	1622.20	591.60
332465.0	1621.20	591.20
332467.0	1621.20	590.80
332469.0	1621.50	590.10
332471.0	1621.60	589.20
332473.0	1621.80	587.40
332475.0	1622.10	586.40
332477.0	1622.50	586.10
332479.0	1622.50	585.40
332481.0	1622.20	585.50
332483.0	1622.40	585.40
332485.0	1622.70	585.40
332487.0	1622.70	586.30
332489.0	1622.60	586.60
332491.0	1622.60	586.80
332493.0	1622.80	586.80
332495.0	1622.70	586.70
332497.0	1622.80	586.80
332499.0	1622.80	586.70
332501.0	1622.50	586.30
332503.0	1623.10	586.10
332505.0	1623.40	587.00
332507.0	1623.50	586.40
332509.0	1623.50	585.80
332511.0	1623.60	586.10
332513.0	1623.60	585.80
332515.0	1623.90	585.50
332517.0	1624.30	586.10
332519.0	1623.70	586.60
332521.0	1624.00	586.30
332523.0	1623.00	586.40
332525.0	1623.20	586.10
332527.0	1623.80	585.80
332529.0	1624.00	585.10
332531.0	1624.90	584.30
332533.0	1623.80	584.20
332535.0	1624.30	583.70
332537.0	1624.80	583.70
332539.0	1624.70	584.10
332541.0	1624.50	584.00
332543.0	1623.90	583.70
332545.0	1625.10	582.30
332547.0	1624.90	583.20
332549.0	1624.80	584.00
332551.0	1625.40	583.70
332553.0	1624.90	583.70
332555.0	1625.10	584.20
332557.0	1625.30	585.20
