357353.0	1000.10	621.60
357355.0	999.00	622.60
357357.0	998.00	625.20
357359.0	996.60	625.20
357361.0	996.20	624.50
357363.0	997.80	624.20
357365.0	998.70	624.50
357367.0	999.60	624.80
357369.0	999.70	624.90
357371.0	999.80	624.90
357373.0	1000.30	624.00
357375.0	999.80	623.20
357377.0	1002.00	623.00
357379.0	1001.20	623.00
357381.0	1000.70	623.00
357383.0	1000.00	623.20
357385.0	999.10	622.90
357387.0	997.80	625.00
357389.0	997.70	624.10
357391.0	996.90	624.30
357393.0	996.00	624.30
357395.0	996.40	624.10
357397.0	996.50	624.10
357399.0	996.70	623.20
357401.0	996.70	622.60
357403.0	996.40	623.40
357405.0	997.20	622.20
357407.0	997.30	622.00
357409.0	996.80	621.60
357411.0	996.50	620.00
357413.0	996.70	618.90
357415.0	997.00	619.90
357417.0	996.70	619.10
357419.0	997.10	617.90
357421.0	996.40	616.40
357423.0	996.00	616.50
357425.0	997.70	616.70
357427.0	997.40	616.60
357429.0	997.90	615.00
357431.0	998.80	614.40
357433.0	999.90	615.20
357435.0	999.80	614.70
357437.0	999.80	613.80
357439.0	1000.30	613.90
357441.0	1001.40	617.40
357443.0	1002.10	616.90
357445.0	1002.10	616.40
357447.0	1001.70	615.50
357449.0	1001.70	614.10
357451.0	1001.90	614.20
357453.0	1002.00	615.80
357455.0	1001.80	616.90
357457.0	1001.50	616.90
357459.0	1003.40	617.00
357461.0	1002.80	616.90
357463.0	1000.50	616.90
357465.0	1000.10	617.40
357467.0	999.90	618.50
357469.0	998.00	616.40
357471.0	997.80	614.50
357473.0	998.00	614.20
357475.0	998.60	613.70
357477.0	998.60	611.70
357479.0	998.60	611.00
357481.0	998.40	610.10
357483.0	999.30	609.70
357485.0	1000.20	609.70
357487.0	1001.10	609.40
357489.0	1001.20	610.00
357491.0	1001.50	608.50
357493.0	1001.60	608.30
357495.0	1001.80	608.10
357497.0	1001.80	607.10
357499.0	1002.50	608.60
357501.0	1003.60	609.00
357503.0	1004.30	609.20
357505.0	1004.70	609.50
357507.0	1004.30	611.80
357509.0	1004.30	613.40
